RANK,NAME,REVENUES ($M),REVENUE PERCENT CHANGE,PROFITS ($M),PROFITS PERCENT CHANGE,ASSETS ($M),MARKET VALUE,EMPLOYEES,CHANGE IN RANK,CEO GENDER,Sector,City,STATE,YEAR
196,Fluor,"15,884.20",-9.6,-435.00,-,"7,309.80","3,252.40",43717,-15,male,Engineering & Construction,Irving,Texas,2021
197,DISH Network,"15,493.40",21,"1,762.70",25.9,"38,239.90","19,048.20",13500,54,male,Technology,Englewood,Colorado,2021
198,BJ's Wholesale Club,"15,430.00",17,421.00,124.9,"5,411.50","6,156.50",32000,45,male,Retailing,Westborough,Massachusetts,2021
199,Tenneco,"15,379.00",-11.9,"-1,521.00",-,"11,852.00",875.70,73000,-14,male,Motor Vehicles & Parts,Lake Forest,Illinois,2021
200,United Airlines Holdings,"15,355.00",-64.5,"-7,069.00",-334.9,"59,548.00","18,325.10",74400,-124,male,Transportation,Chicago,Illinois,2021
201,Mastercard,"15,301.00",-9.4,"6,411.00",-21,"33,584.00","353,686.70",21000,-10,male,Business Services,Purchase,New York,2021
202,Waste Management,"15,218.00",-1.5,"1,496.00",-10.4,"29,345.00","54,451.70",48250,5,male,Business Services,Houston,Texas,2021
203,PBF Energy,"15,115.90",-38.3,"-1,392.40",-535.9,"10,499.80","1,699.50",3729,-78,male,Energy,Parsippany,New Jersey,2021
204,American Electric Power,"14,918.50",-4.1,"2,200.10",14.5,"80,757.20","42,067.30",16787,-,male,Energy,Columbus,Ohio,2021
205,Fiserv,"14,852.00",45.8,958.00,7.3,"74,619.00","79,692.50",44000,106,male,Business Services,Brookfield,Wisconsin,2021
206,Principal Financial Group,"14,741.70",-9.1,"1,395.80",0.1,"296,627.70","16,345.90",17400,-5,male,Financials,Des Moines,Iowa,2021
207,Reinsurance Group of America,"14,596.00",2.1,415.00,-52.3,"84,656.00","8,568.00",3600,18,female,Financials,Chesterfield,Missouri,2021
208,Automatic Data Processing,"14,589.80",2.9,"2,466.50",7.6,"39,165.50","80,653.90",58000,19,male,Business Services,Roseland,New Jersey,2021
209,Stanley Black & Decker,"14,534.60",0.6,"1,233.80",29.1,"23,566.30","32,152.40",58350,11,male,Household Products,New Britain,Connecticut,2021
210,Texas Instruments,"14,461.00",0.5,"5,595.00",11.5,"19,351.00","174,439.30",30000,12,male,Technology,Dallas,Texas,2021
211,Halliburton,"14,445.00",-35.5,"-2,945.00",-,"20,680.00","19,070.10",40000,-69,male,Energy,Houston,Texas,2021
212,Stryker,"14,351.00",-3.6,"1,599.00",-23.2,"34,330.00","91,665.10",43000,2,male,Health Care,Kalamazoo,Michigan,2021
213,Estée Lauder,"14,294.00",-3.8,684.00,-61.7,"17,781.00","105,508.60",48000,2,male,Household Products,New York,New York,2021
214,Corteva,"14,217.00",2.7,681.00,-,"42,649.00","34,528.50",21000,20,male,"Food, Beverages & Tobacco",Wilmington,Delaware,2021
215,Freeport-McMoRan,"14,198.00",-1.4,599.00,-,"42,144.00","48,027.80",24500,6,male,Energy,Phoenix,Arizona,2021
216,Qurate Retail,"14,177.00",5.3,"1,204.00",-,"16,999.00","4,880.50",26424,23,male,Retailing,Englewood,Colorado,2021
217,Wayfair,"14,145.20",55,185.00,-,"4,569.90","32,644.70",16122,131,male,Retailing,Boston,Massachusetts,2021
218,Laboratory Corp. of America,"13,978.50",21,"1,556.10",88.9,"20,071.70","24,890.90",68780,56,male,Health Care,Burlington,North Carolina,2021
219,Land O'Lakes,"13,948.90",0.4,264.90,28.7,"9,186.00",-,9000,13,female,"Food, Beverages & Tobacco",Arden Hills,Minnesota,2021
220,PPG,"13,834.00",-8.7,"1,059.00",-14.8,"19,556.00","35,603.60",46900,-11,male,Chemicals,Pittsburgh,Pennsylvania,2021
221,Gap,"13,800.00",-15.8,-665.00,-289.5,"13,769.00","11,164.90",117000,-22,female,Retailing,San Francisco,California,2021
222,Kellogg,"13,770.00",1.4,"1,251.00",30.3,"17,996.00","21,544.50",31000,15,male,"Food, Beverages & Tobacco",Battle Creek,Michigan,2021
223,Parker-Hannifin,"13,695.50",-4.4,"1,206.30",-20.2,"19,738.20","40,716.10",50520,1,male,Industrials,Cleveland,Ohio,2021
224,Core-Mark Holding,"13,617.10",2.2,63.20,9.5,"1,954.70","1,747.30",7534,16,male,Wholesalers,Westlake,Texas,2021
225,Jacobs (Jacobs Solutions),"13,578.20",-12.2,491.80,-42,"12,354.40","16,816.20",53500,-19,male,Engineering & Construction,Dallas,Texas,2021
226,Edison International,"13,578.00",10,739.00,-42.4,"69,372.00","22,229.30",13209,33,male,Energy,Rosemead,California,2021
227,Guardian Life Ins. Co. of America,"13,561.50",0.6,23.50,-96.5,"85,424.70",-,8871,11,male,Financials,New York City,New York,2021
228,Biogen,"13,444.60",-6.5,"4,000.60",-32.1,"24,618.90","42,615.90",9100,-5,male,Health Care,Cambridge,Massachusetts,2021
229,Omnicom Group,"13,171.10",-11.9,945.40,-29.4,"27,647.20","15,946.20",64100,-18,male,Business Services,New York City,New York,2021
230,Unum Group,"13,162.10",9.7,793.00,-27.9,"70,625.80","5,669.80",10500,36,male,Financials,Chattanooga,Tennessee,2021
231,Lithia Motors,"13,124.30",3.6,470.30,73.2,"7,902.10","10,467.00",14538,21,male,Retailing,Medford,Oregon,2021
232,American Family Insurance Group,"13,074.50",3.5,403.20,-11.6,"33,941.80",-,13225,22,male,Financials,Madison,Wisconsin,2021
233,Discover Financial Services,"12,953.00",-7.4,"1,141.00",-61.4,"112,889.00","29,099.70",17600,-2,male,Financials,Riverwoods,Illinois,2021
234,Adobe,"12,868.00",15.2,"5,260.00",78.2,"24,284.00","227,226.90",22516,51,male,Technology,San Jose,California,2021
235,Aramark,"12,829.60",-20.9,-461.50,-202.9,"15,712.70","9,595.30",209325,-35,male,Business Services,Philadelphia,Pennsylvania,2021
236,Otis Worldwide,"12,756.00",-,906.00,-,"10,710.00","29,418.40",69000,-,female,Industrials,Farmington,Connecticut,2021
237,Ecolab,"12,748.70",-14.5,"-1,205.10",-177.3,"18,126.00","61,240.70",44000,-24,male,Chemicals,St. Paul,Minnesota,2021
238,AutoZone,"12,632.00",6.5,"1,733.00",7.2,"14,423.90","30,946.30",80000,30,male,Retailing,Memphis,Tennessee,2021
239,Loews,"12,583.00",-15.7,-931.00,-199.9,"80,236.00","13,698.30",12200,-27,male,Financials,New York City,New York,2021
240,Illinois Tool Works,"12,574.00",-10.9,"2,109.00",-16.3,"15,612.00","70,106.70",43000,-11,male,Industrials,Glenview,Illinois,2021
241,Fidelity National Information Services,"12,552.00",21.5,158.00,-47,"83,842.00","87,336.90",62000,62,male,Business Services,Jacksonville,Florida,2021
242,Ross Stores,"12,531.60",-21.9,85.40,-94.9,"12,717.90","42,750.70",93700,-40,female,Retailing,Dublin,California,2021
243,Peter Kiewit Sons',"12,463.00",21.2,826.00,97.1,"6,440.00",-,27000,64,male,Engineering & Construction,Omaha,Nebraska,2021
244,Equitable Holdings,"12,415.00",29.4,-648.00,-,"275,397.00","14,207.50",12400,89,male,Financials,New York City,New York,2021
245,WESCO International,"12,326.00",47.5,100.60,-55,"11,880.20","4,340.50",18000,134,male,Wholesalers,Pittsburgh,Pennsylvania,2021
246,Goodyear Tire & Rubber,"12,321.00",-16.4,"-1,254.00",-,"16,506.00","4,099.10",62000,-30,male,Motor Vehicles & Parts,Akron,Ohio,2021
247,Fox,"12,303.00",8,999.00,-37.4,"21,750.00","21,022.20",9000,33,male,Media,New York City,New York,2021
248,Leidos Holdings,"12,297.00",10.8,628.00,-5.8,"12,511.00","13,608.80",39000,41,male,Technology,Reston,Virginia,2021
249,Consolidated Edison,"12,246.00",-2.6,"1,101.00",-18,"62,895.00","25,613.00",14071,7,male,Energy,New York City,New York,2021
250,DTE Energy,"12,177.00",-3.9,"1,368.00",17,"45,496.00","25,792.80",10600,3,male,Energy,Detroit,Michigan,2021
251,Charles Schwab,"12,109.00",2.7,"3,299.00",-10.9,"549,009.00","122,691.20",32000,20,male,Financials,Westlake,Texas,2021
252,State Street,"12,078.00",-8,"2,420.00",7.9,"314,706.00","29,553.60",39439,-8,male,Financials,Boston,Massachusetts,2021
253,Ameriprise Financial,"11,958.00",-8.7,"1,534.00",-19,"165,883.00","27,103.50",12300,-8,male,Financials,Minneapolis,Minnesota,2021
254,Viatris,"11,946.00",-,-669.90,-,"61,553.00","16,862.90",45000,-,male,Health Care,Canonsburg,Pennsylvania,2021
255,Sempra,"11,940.00",-4,"3,932.00",79,"66,623.00","40,132.80",14706,3,male,Energy,San Diego,California,2021
256,Farmers Insurance Exchange,"11,869.70",-5.7,-116.40,-310.5,"17,853.30",-,10004,-1,male,Financials,Los Angeles,California,2021
257,Bath & Body Works,"11,846.90",-8.3,844.50,-,"11,571.00","17,247.50",57350,-9,male,Retailing,Columbus,Ohio,2021
258,W.W. Grainger,"11,797.00",2.7,695.00,-18.1,"6,295.00","20,985.10",22450,20,male,Wholesalers,Lake Forest,Illinois,2021
259,Community Health Systems,"11,789.00",-10.8,511.00,-,"16,006.00","1,752.40",62500,-18,male,Health Care,Franklin,Tennessee,2021
260,Ball,"11,781.00",2.7,585.00,3.4,"18,252.00","27,800.50",21500,19,male,Materials,Broomfield,Colorado,2021
261,Berry Global Group,"11,709.00",31.9,559.00,38.4,"16,701.00","8,221.10",47000,97,male,Materials,Evansville,Indiana,2021
262,Kinder Morgan,"11,700.00",-11.4,119.00,-94.6,"71,973.00","37,703.10",10524,-20,male,Energy,Houston,Texas,2021
263,VF,"11,688.10",-15.7,679.40,-46.1,"11,133.30","31,305.80",48000,-30,male,Apparel,Denver,Colorado,2021
264,Baxter International,"11,673.00",2.7,"1,102.00",10.1,"20,019.00","42,656.80",50000,18,male,Health Care,Deerfield,Illinois,2021
265,Textron,"11,651.00",-14.5,309.00,-62.1,"15,443.00","12,726.00",33000,-29,male,Aerospace & Defense,Providence,Rhode Island,2021
266,LKQ,"11,628.80",-7,638.40,18,"12,360.50","12,801.20",44000,-9,male,Wholesalers,Chicago,Illinois,2021
267,Keurig Dr Pepper,"11,618.00",4.5,"1,325.00",5.7,"49,779.00","48,367.80",27000,21,male,"Food, Beverages & Tobacco",Burlington,Massachusetts,2021
268,O'Reilly Automotive,"11,604.50",14.3,"1,752.30",26,"11,596.60","35,460.80",70179,46,male,Retailing,Springfield,Missouri,2021
269,Crown Holdings,"11,575.00",-0.8,579.00,13.5,"16,670.00","13,091.90",33264,3,male,Materials,Yardley,Pennsylvania,2021
270,Universal Health Services,"11,558.90",1.6,944.00,15.8,"13,476.90","11,350.60",78550,11,male,Health Care,King of Prussia,Pennsylvania,2021
271,DaVita,"11,550.60",-18.1,773.60,-4.6,"16,988.50","11,790.00",67000,-41,male,Health Care,Denver,Colorado,2021
272,Xcel Energy,"11,526.00",-,"1,473.00",7.4,"53,957.00","35,759.00",11367,4,male,Energy,Minneapolis,Minnesota,2021
273,Newmont,"11,497.00",18,"2,829.00",0.9,"41,369.00","48,282.70",14300,55,male,Energy,Greenwood Village,Colorado,2021
274,Vistra,"11,443.00",-3.1,636.00,-31.5,"25,208.00","8,512.00",5365,-4,male,Energy,Irving,Texas,2021
275,IQVIA,"11,359.00",2.4,279.00,46.1,"24,564.00","37,034.40",70000,15,male,Health Care,Durham,North Carolina,2021
276,eBay,"11,351.00",5.1,"5,667.00",217.3,"19,310.00","41,670.50",12700,19,male,Technology,San Jose,California,2021
277,Corning,"11,303.00",-1.7,512.00,-46.7,"30,775.00","33,466.30",50110,-,male,Industrials,Corning,New York,2021
278,Quanta Services,"11,202.70",-7.5,445.60,10.8,"8,398.30","12,173.40",35800,-17,male,Engineering & Construction,Houston,Texas,2021
279,HF Sinclair,"11,183.60",-36,-601.40,-177.9,"11,506.90","5,811.20",3891,-95,male,Energy,Tulsa,Oklahoma,2021
280,Bed Bath & Beyond,"11,158.60",-7.2,-613.80,-,"7,790.50","3,533.40",55000,-15,male,Retailing,Union,New Jersey,2021
281,Uber Technologies,"11,139.00",-21.3,"-6,768.00",-,"33,252.00","101,438.00",22800,-53,male,Technology,San Francisco,California,2021
282,Mutual of Omaha Insurance,"11,098.40",6.1,698.10,157.2,"47,294.00",-,5526,18,male,Financials,Omaha,Nebraska,2021
283,Conagra Brands,"11,054.40",15.9,840.10,23.9,"22,304.00","18,370.60",16500,51,male,"Food, Beverages & Tobacco",Chicago,Illinois,2021
284,PulteGroup,"11,036.10",8.1,"1,406.80",38.4,"12,205.50","13,869.10",5249,25,male,Engineering & Construction,Atlanta,Georgia,2021
285,EOG Resources,"11,032.00",-36.5,-604.60,-122.1,"35,804.60","42,331.90",2900,-99,male,Energy,Houston,Texas,2021
286,Group 1 Automotive,"10,851.80",-9.9,286.50,64.7,"5,089.40","2,855.30",12337,-22,male,Retailing,Houston,Texas,2021
287,Ally Financial,"10,780.00",-7.2,"1,085.00",-36.7,"182,165.00","16,875.60",9500,-14,male,Financials,Detroit,Michigan,2021
288,Fidelity National Financial,"10,778.00",27.3,"1,427.00",34.4,"50,455.00","11,838.90",27058,87,male,Financials,Jacksonville,Florida,2021
289,Nordstrom,"10,715.00",-31,-690.00,-239.1,"9,538.00","5,974.80",62000,-84,male,Retailing,Seattle,Washington,2021
290,Warner Bros. Discovery,"10,671.00",-4.2,"1,219.00",-41.1,"34,087.00","19,355.90",9800,-3,male,Media,New York,New York,2021
291,Tractor Supply,"10,620.40",27.2,749.00,33.2,"7,049.10","20,576.80",32000,89,male,Retailing,Brentwood,Tennessee,2021
292,CSX,"10,583.00",-11.3,"2,765.00",-17,"39,793.00","73,230.60",19282,-25,male,Transportation,Jacksonville,Florida,2021
293,Marriott International,"10,571.00",-49.6,-267.00,-121,"24,701.00","48,220.20",121000,-136,male,"Hotels, Restaurants & Leisure",Bethesda,Maryland,2021
294,FirstEnergy,"10,435.00",-3.8,"1,079.00",18.3,"44,464.00","18,871.60",12153,-,male,Energy,Akron,Ohio,2021
295,Jones Financial (Edward Jones),"10,165.00",6.7,"1,285.00",17.7,"28,320.00",-,50000,41,female,Financials,St. Louis,Missouri,2021
295,BorgWarner,"10,165.00",-,500.00,-33,"16,029.00","11,081.00",49700,17,female,Motor Vehicles & Parts,Auburn Hills,Michigan,2021
297,Republic Services,"10,153.60",-1.4,967.20,-9.9,"23,434.00","31,682.50",35000,8,male,Business Services,Phoenix,Arizona,2021
298,Henry Schein,"10,119.10",-1.8,403.80,-41.9,"7,772.50","9,850.70",19000,6,male,Health Care,Melville,New York,2021
299,Expeditors Intl. of Washington,"10,116.50",23.7,696.10,17.9,"4,927.50","18,166.70",17480,90,male,Transportation,Seattle,Washington,2021
300,Entergy,"10,113.60",-7,"1,388.30",11.9,"58,239.20","20,000.30",13400,-7,male,Energy,New Orleans,Louisiana,2021
301,Advance Auto Parts,"10,106.30",4.1,493.00,1.3,"11,839.60","12,006.10",54000,29,male,Retailing,Raleigh,North Carolina,2021
302,Assurant,"10,094.80",0.1,441.80,15.5,"44,649.90","8,208.90",13850,13,male,Financials,New York,New York,2021
303,Pacific Life,"10,062.00",-15.1,-671.00,-192.6,"190,672.00",-,4083,-34,male,Financials,Newport Beach,California,2021
304,Lam Research,"10,044.70",4.1,"2,251.80",2.8,"14,559.00","85,064.70",11300,27,male,Technology,Fremont,California,2021
305,Boston Scientific,"9,913.00",-7.7,-82.00,-101.7,"30,777.00","54,903.00",38000,-9,male,Health Care,Marlborough,Massachusetts,2021
306,Altice USA,"9,894.60",1.4,436.20,213.9,"33,376.70","15,393.70",8900,21,male,Technology,Long Island City,New York,2021
307,Norfolk Southern,"9,789.00",-13.3,"2,013.00",-26,"37,962.00","67,418.00",20156,-24,male,Transportation,Atlanta,Georgia,2021
308,Sonic Automotive,"9,767.00",-6.6,-51.40,-135.7,"3,746.00","2,038.00",8100,-7,male,Retailing,Charlotte,North Carolina,2021
309,Advanced Micro Devices (AMD),"9,763.00",45,"2,490.00",630.2,"8,962.00","95,346.70",12600,139,female,Technology,Santa Clara,California,2021
310,United States Steel,"9,741.00",-24.7,"-1,165.00",-,"12,059.00","7,034.00",23350,-63,male,Materials,Pittsburgh,Pennsylvania,2021
311,Markel,"9,735.10",2.2,816.00,-54.4,"41,710.10","15,699.60",18900,24,male,Financials,Glen Allen,Virginia,2021
312,ODP,"9,710.00",-8.8,-319.00,-422.2,"5,558.00","2,317.10",37000,-15,male,Retailing,Boca Raton,Florida,2021
313,AES,"9,660.00",-5.2,46.00,-84.8,"34,603.00","18,180.20",8162,-3,male,Energy,Arlington,Virginia,2021
314,Molson Coors Beverage,"9,654.00",-8.7,-949.00,-492.6,"27,331.10","11,118.20",17000,-16,male,"Food, Beverages & Tobacco",Chicago,Illinois,2021
315,J.B. Hunt Transport Services,"9,636.60",5.1,506.00,-2,"5,928.30","17,765.80",30309,31,male,Transportation,Lowell,Arkansas,2021
316,KKR,"9,629.70",5.6,"2,002.50",-0.1,"79,806.50","42,352.60",1583,33,male,Financials,New York,New York,2021
317,Hormel Foods,"9,608.50",1.2,908.10,-7.2,"9,908.30","25,808.30",19100,20,male,"Food, Beverages & Tobacco",Austin,Minnesota,2021
318,Public Service Enterprise Group,"9,603.00",-4.7,"1,905.00",12.5,"50,050.00","30,411.70",12788,-1,male,Energy,Newark,New Jersey,2021
319,Steel Dynamics,"9,601.50",-8.3,550.80,-17.9,"9,265.60","10,721.50",9625,-20,male,Materials,Fort Wayne,Indiana,2021
320,Dick's Sporting Goods,"9,584.00",9.5,530.30,78.3,"7,752.90","6,798.80",33450,42,female,Retailing,Coraopolis,Pennsylvania,2021
321,Mohawk Industries,"9,552.20",-4.2,515.60,-30.7,"14,327.80","13,505.20",42000,-,male,Household Products,Calhoun,Georgia,2021
322,Murphy USA,"9,504.30",-21.5,386.10,149.4,"2,685.70","3,900.80",7400,-60,male,Retailing,El Dorado,Arkansas,2021
323,Block,"9,497.60",101.5,213.10,-43.2,"9,869.60","103,220.30",5477,-,male,Business Services,Kansas City,Missouri,2021
324,Quest Diagnostics,"9,437.00",22.1,"1,431.00",66.8,"14,026.00","17,127.60",44500,86,male,Health Care,Secaucus,New Jersey,2021
325,Newell Brands,"9,385.00",-6.9,-770.00,-822.3,"14,700.00","11,390.40",31000,-9,male,Household Products,Atlanta,Georgia,2021
326,Liberty Media,"9,363.00",-9,"-1,421.00",-1440.6,"44,004.00","14,919.20",7047,-20,male,Media,Englewood,Colorado,2021
327,Huntington Ingalls Industries,"9,361.00",5.2,696.00,26.8,"8,157.00","8,295.70",42000,30,male,Aerospace & Defense,Newport News,Virginia,2021
328,Cheniere Energy,"9,358.00",-3.8,-85.00,-113.1,"35,697.00","18,256.60",1519,1,male,Energy,Houston,Texas,2021
329,SpartanNash,"9,348.50",9.5,75.90,1222.1,"2,277.40",709.30,14400,41,male,Wholesalers,Grand Rapids,Michigan,2021
330,Alcoa,"9,286.00",-11,-170.00,-,"14,860.00","6,053.60",12900,-28,male,Materials,Pittsburgh,Pennsylvania,2021
331,AGCO,"9,149.70",1.2,427.10,241.1,"8,504.20","10,815.90",21426,19,male,Industrials,Duluth,Georgia,2021
332,Voya Financial,"9,133.00",2.1,-206.00,-,"180,518.00","7,878.50",5970,21,male,Financials,New York,New York,2021
333,NRG Energy,"9,093.00",-7.9,510.00,-88.5,"14,902.00","9,232.10",4104,-9,male,Energy,Houston,Texas,2021
334,Interpublic Group,"9,061.00",-11.4,351.10,-46.5,"18,042.70","11,407.80",50200,-26,male,Business Services,New York,New York,2021
335,Campbell Soup,"9,050.00",-8.7,"1,628.00",671.6,"12,372.00","15,232.30",14500,-13,male,"Food, Beverages & Tobacco",Camden,New Jersey,2021
336,Southwest Airlines,"9,048.00",-59.7,"-3,074.00",-233.7,"34,588.00","36,066.80",56537,-195,male,Transportation,Dallas,Texas,2021
337,News Corp.,"9,008.00",-10.6,"-1,269.00",-918.7,"14,261.00","14,628.80",23500,-19,male,Media,New York City,New York,2021
338,Eversource Energy,"8,904.40",4.4,"1,205.20",32.6,"46,099.60","29,728.20",9299,33,male,Energy,Hartford,Connecticut,2021
339,Alleghany,"8,896.70",-1.6,101.80,-88.1,"28,927.00","8,750.30",10407,12,male,Financials,New York City,New York,2021
340,Air Products & Chemicals,"8,856.30",-0.7,"1,886.70",7.2,"25,168.50","62,254.00",19138,15,male,Chemicals,Allentown,Pennsylvania,2021
341,Auto-Owners Insurance,"8,853.20",-11.5,829.40,-38.7,"29,755.60",-,6329,-21,male,Financials,Lansing,Michigan,2021
342,CenterPoint Energy,"8,835.00",-28.2,-773.00,-197.7,"33,471.00","12,493.30",9541,-82,male,Energy,Houston,Texas,2021
343,Reliance Steel & Aluminum,"8,811.90",-19.7,369.10,-47.4,"8,106.80","9,685.90",13000,-52,male,Materials,Los Angeles,California,2021
344,EMCOR Group,"8,797.10",-4.1,132.90,-59.1,"5,063.80","6,146.00",33000,-,male,Engineering & Construction,Norwalk,Connecticut,2021
345,Owens & Minor,"8,706.90",-9.8,29.90,-,"3,335.60","2,763.00",18800,-13,male,Health Care,Mechanicsville,Virginia,2021
346,Mosaic,"8,681.70",-2.5,666.10,-,"19,789.80","11,983.10",12617,10,male,Chemicals,Tampa,Florida,2021
347,Erie Insurance Group,"8,666.00",2.6,"1,173.10",112.9,"25,381.10",-,5849,29,male,Financials,Erie,Pennsylvania,2021
348,Genworth Financial,"8,658.00",-0.3,178.00,-48.1,"105,747.00","1,679.20",3000,16,male,Financials,Richmond,Virginia,2021
349,Amphenol,"8,598.90",4.5,"1,203.40",4.2,"12,327.30","39,526.20",80000,37,male,Technology,Wallingford,Connecticut,2021
350,Builders FirstSource,"8,558.90",17.6,313.50,41.4,"4,173.70","9,572.20",26000,75,male,Materials,Dallas,Texas,2021
351,Oneok,"8,542.20",-16,612.80,-52.1,"23,078.80","22,542.90",2886,-38,male,Energy,Tulsa,Oklahoma,2021
352,United Rentals,"8,530.00",-8.8,890.00,-24.2,"17,868.00","23,819.00",18250,-12,male,Business Services,Stamford,Connecticut,2021
353,Brighthouse Financial,"8,503.00",29.7,"-1,061.00",-,"247,869.00","3,866.50",1400,104,male,Financials,Charlotte,North Carolina,2021
354,Regeneron Pharmaceuticals,"8,497.10",8.1,"3,513.20",66,"17,163.30","50,688.40",9123,51,male,Health Care,Tarrytown,New York,2021
355,Eastman Chemical,"8,473.00",-8.6,478.00,-37,"16,083.00","15,033.20",14500,-12,male,Chemicals,Kingsport,Tennessee,2021
356,CommScope Holding,"8,435.90",1.1,-573.40,-,"13,576.80","3,124.20",30000,25,male,Technology,Hickory,North Carolina,2021
